application,library,device,os,user_agent_string,certificate_authority,ja4_fingerprint,ja4_fingerprint_string,ja4s_fingerprint,ja4h_fingerprint,ja4x_fingerprint,ja4t_fingerprint
,,,,http.rb/5.2.0 (Mastodon/4.3.0-nightly.2024-06-03; +https://ohai.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://social.rights.ninja/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://social.blogsofwar.com/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.2.0 (Mastodon/4.3.0-alpha.4+glitch; +https://aleph.land/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://geraffel.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://mstdn.buzz/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://hessen.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.7; +https://s.o2l.ie/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,t13d1714ht_5b57614c22b0_14788d8d241b,"t13d1714ht_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11cn14frfr_3910368f8bb0_9a10d4221160_e39ba201771d,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nr19sv00_f2808f0d04cf_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11cn15enus_d00afa5eeb2d_9a10d4221160_071f048f8e28,,
,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11cn15enus_d00afa5eeb2d_9a10d4221160_071f048f8e28,,
,,,,Go-http-client/1.1,,t13d1711h2_5b57614c22b0_e7c285222651,"t13d1711h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,002b,0033,ff01_0804,0403,0807,0805,0806,0401,0501,0601,0503,0603,0201,0203",,he11nn080000_c3cec6b3c214_000000000000_e3b0c44298fc,,
,,,,Go-http-client/1.1,,t13d1711h2_5b57614c22b0_e7c285222651,"t13d1711h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,002b,0033,ff01_0804,0403,0807,0805,0806,0401,0501,0601,0503,0603,0201,0203",,he11nn080000_c3cec6b3c214_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,t12d280500_4b3a0804f14b_84638dd34c7a,"t12d280500_002f,0033,0035,0039,003c,003d,0041,0045,0067,006b,0084,0088,009c,009d,009e,009f,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030_000a,000b,000d,0017_0401,0501,0601,0402,0502,0602,0403,0503,0603,0201,0202,0203,0101",,ge11nn19enus_f2808f0d04cf_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19sv00_f2808f0d04cf_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.141 Safari/537.36",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn180000_650c8d42cfba_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.141 Safari/537.36",,t13d1516h2_8daaf6152771_02713d6af862,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,002b,002d,0033,4469,fe0d,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn180000_650c8d42cfba_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://social.vivaldi.net/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://scholar.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.7; +https://mastodon.merkel.info/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.7; +https://tootsmcgoots.io/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://beige.party/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://exploit.social/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://ravenation.club/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Android 13; Mobile; rv:126.0) Gecko/126.0 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn17enbd_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17engb_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17engb_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Twitterbot/1.0,,t12d120700_3bab475705cb_0f3b2bcde21d,"t12d120700_002f,0035,009c,009d,c009,c00a,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn150000_4f84d8da74fa_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nr17enus_197646d7c85b_000000000000_e3b0c44298fc,,
